epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,0.80114,0.49721,0.47656,2.7864,0,0,0.46961,
1,0.6813,0.54743,0.80078,1.0848,0,0,0.49411,
2,0.5727,0.82366,0.91797,3.4622,0,0,0.46843,
3,0.38444,0.81529,0.90625,12.864,0,0,0.47267,
4,0.16296,0.94308,0.95703,6.6668,0,0,0.46488,
5,0.083835,0.97656,0.96484,4.4243,0,0,0.46269,
6,0.10111,0.95815,0.98828,11.644,0,0,0.48325,
7,0.047027,0.98772,0.98828,4.1545,0,0,0.65976,
8,0.031693,0.99107,0.99219,2.5039,0,0,0.46462,
9,0.030547,0.99051,0.98828,3.5534,0,0,0.46372,
10,0.030984,0.99275,0.99609,2.3419,0,0,0.46693,
11,0.018035,0.99554,0.99609,1.6219,0,0,0.47118,
12,0.016962,0.99554,0.98828,1.6967,0,0,0.46644,
13,0.013466,0.99665,0.99609,0.72759,0,0,0.47504,
14,0.021324,0.99554,0.99219,1.7407,0,0,0.49972,
15,0.01221,0.99777,1,0.57977,0,0,0.46544,
16,0.0065079,0.99944,0.98828,0.56032,0,0,0.46847,
17,0.010674,0.99721,1,1.6969,0,0,0.46247,
18,0.009159,0.99777,1,0.64156,0,0,0.46416,
19,0.0078355,0.99833,1,0.68974,0,0,0.46721,
20,0.0093279,0.99777,1,0.76151,0,0,0.46246,
21,0.0088014,0.99833,1,1.4966,0,0,0.46292,
22,0.012773,0.99721,1,1.9524,0,0,0.46463,
23,0.0084688,0.99721,1,2.4638,0,0,0.46622,
24,0.0063623,0.99888,1,0.68922,0,0,0.47426,
25,0.0068018,0.99888,1,0.4302,0,0,0.46787,
26,0.0064569,0.99888,1,0.18552,0,0,0.46765,
27,0.0085005,0.99833,1,0.69871,0,0,0.46992,
28,0.0065248,0.99888,1,0.24711,0,0,0.46371,
29,0.0073162,0.99833,1,1.3174,0,0,0.52975,
