epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,2.3061,0.10045,0.097656,0.40501,0,0,0.7009,0.51172
1,2.3054,0.101,0.089844,0.28142,0,0,0.5911,
2,2.3026,0.086496,0.089844,0,0,0,0.60588,
3,2.3026,0.086496,0.089844,0,0,0,0.71821,0.11328
4,2.3026,0.086496,0.089844,0,0,0,0.59121,
5,2.3026,0.086496,0.089844,0,0,0,0.93222,
6,2.3026,0.086496,0.089844,0,0,0,0.84436,0.11328
7,2.3026,0.086496,0.089844,0,0,0,0.84345,
8,2.3026,0.086496,0.089844,0,0,0,0.70769,
9,2.3026,0.086496,0.089844,0,0,0,0.83931,0.11328
10,2.3026,0.086496,0.089844,0,0,0,0.57039,
11,2.3026,0.086496,0.089844,0,0,0,0.53293,
12,2.3026,0.086496,0.089844,0,0,0,0.67064,0.11328
13,2.3026,0.086496,0.089844,0,0,0,0.51907,
14,2.3026,0.086496,0.089844,0,0,0,0.4139,
15,2.3026,0.086496,0.089844,0,0,0,0.57859,0.11328
16,2.3026,0.086496,0.089844,0,0,0,0.40339,
17,2.3026,0.086496,0.089844,0,0,0,0.42256,
18,2.3026,0.086496,0.089844,0,0,0,0.8824,0.11328
19,2.3026,0.086496,0.089844,0,0,0,0.5385,
20,2.3026,0.086496,0.089844,0,0,0,0.54053,
21,2.3026,0.086496,0.089844,0,0,0,0.66144,0.11328
22,2.3026,0.086496,0.089844,0,0,0,0.60211,
23,2.3026,0.086496,0.089844,0,0,0,0.66636,
24,2.3026,0.086496,0.089844,0,0,0,0.64067,0.11328
25,2.3026,0.086496,0.089844,0,0,0,0.55549,
26,2.3026,0.086496,0.089844,0,0,0,0.55191,
27,2.3026,0.086496,0.089844,0,0,0,0.63384,0.11328
28,2.3026,0.086496,0.089844,0,0,0,0.55198,
29,2.3026,0.086496,0.089844,0,0,0,0.68508,0.11328
