epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,0.72057,0.50335,0.46875,1.8608,0,0,0.49817,
1,0.64975,0.65792,0.66797,1.2866,0,0,0.46104,
2,0.52636,0.7885,0.74219,9.3347,0,0,0.4679,
3,0.33318,0.91295,0.91406,11.906,0,0,0.47835,
4,0.23264,0.91239,0.95312,22.335,0,0,0.46566,
5,0.19235,0.92857,0.95312,20.672,0,0,0.47669,
6,0.20985,0.94141,0.91797,20.465,0,0,0.46226,
7,0.20283,0.93192,0.96875,19.962,0,0,0.46797,
8,0.11645,0.96708,0.98047,15.125,0,0,0.46226,
9,0.15869,0.9548,0.97656,21.695,0,0,0.46444,
10,0.29461,0.88002,0.95312,23.443,0,0,0.46104,
11,0.11784,0.97154,0.98438,12.464,0,0,0.46834,
12,0.12851,0.95257,0.98438,18.195,0,0,0.54358,
13,0.085838,0.97489,0.95703,14.355,0,0,0.49833,
14,0.072525,0.97266,0.98438,18.834,0,0,0.55414,
15,0.051705,0.98438,0.94922,10.865,0,0,0.51099,
16,0.089926,0.96819,0.98438,17.979,0,0,0.50027,
17,0.070277,0.97824,0.98828,12.77,0,0,0.50453,
18,0.14193,0.94754,0.96484,25.017,0,0,0.50087,
19,0.15461,0.94587,0.97266,13.419,0,0,0.51323,
20,0.097677,0.96596,0.97656,15.244,0,0,0.49257,
21,0.064985,0.98214,0.98828,9.2591,0,0,0.50075,
22,0.047797,0.98438,0.98438,6.0901,0,0,0.48875,
23,0.046368,0.98549,0.98438,14.432,0,0,0.47413,
24,0.053532,0.98047,0.96875,9.9772,0,0,0.46596,
25,0.061984,0.97879,0.98438,9.7939,0,0,0.47069,
26,0.038494,0.98772,0.98047,10.669,0,0,0.46557,
27,0.042837,0.9894,0.98438,17.098,0,0,0.4655,
28,0.044609,0.98717,0.97656,12.25,0,0,0.46376,
29,0.040997,0.98828,0.98828,19.207,0,0,0.46662,
