epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,0.72074,0.49888,0.44922,1.5674,0,0,0.47387,
1,0.6686,0.60938,0.94922,0.69421,0,0,0.5696,
2,0.53456,0.88895,0.95312,0.66456,0,0,0.47054,
3,0.16163,0.94754,0.97266,7.7898,0,0,0.47717,
4,0.050369,0.98326,0.94141,3.2333,0,0,0.46656,
5,0.070899,0.97545,0.99609,6.373,0,0,0.45909,
6,0.018975,0.99442,0.99609,1.5305,0,0,0.46773,
7,0.018159,0.99386,0.99609,1.2917,0,0,0.52692,
8,0.039622,0.98828,0.99609,4.4329,0,0,0.48372,
9,0.013461,0.99777,1,0.90055,0,0,0.46506,
10,0.0057248,0.99888,1,0.38323,0,0,0.56896,
11,0.0064594,0.99833,1,0.50058,0,0,0.66367,
12,0.0035906,0.99944,1,0.18593,0,0,0.50216,
13,0.0035763,0.99944,1,0.17562,0,0,0.53744,
14,0.0036681,0.99888,1,0.11679,0,0,0.52353,
15,0.0039314,0.99888,1,0.20614,0,0,0.50878,
16,0.0033236,0.99944,0.99609,0.11483,0,0,0.56499,
17,0.0029778,0.99944,1,0.18264,0,0,0.50238,
18,0.0030329,0.99944,1,0.10987,0,0,0.47642,
19,0.0030051,0.99944,1,0.141,0,0,0.48474,
20,0.0027433,0.99944,1,0.091941,0,0,0.49513,
21,0.0025833,0.99944,0.99609,0.061756,0,0,0.46541,
22,0.0029265,0.99944,1,0.099833,0,0,0.46687,
23,0.002641,0.99944,1,0.074063,0,0,0.47486,
24,0.002665,0.99944,1,0.088254,0,0,0.46984,
25,0.002586,0.99944,1,0.074584,0,0,0.5046,
26,0.0024803,0.99944,1,0.066295,0,0,0.46974,
27,0.0025637,0.99944,1,0.072135,0,0,0.47354,
28,0.0024648,0.99944,1,0.062449,0,0,0.46981,
29,0.0024805,0.99944,1,0.068282,0,0,0.46517,
