epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,0.80466,0.49498,0.47656,2.7649,0,0,0.46628,
1,0.69894,0.5106,0.64453,1.0626,0,0,0.485,
2,0.6824,0.60045,0.53125,0.919,0,0,0.47111,
3,0.58872,0.69308,0.89062,5.7813,0,0,0.46487,
4,0.25102,0.91127,0.94141,10.59,0,0,0.47035,
5,0.13936,0.95759,0.95312,16.877,0,0,0.4671,
6,0.12303,0.96429,0.91797,13.787,0,0,0.46573,
7,0.083124,0.97489,0.99219,12.264,0,0,0.4753,
8,0.032945,0.99275,0.99609,1.449,0,0,0.61086,
9,0.038071,0.99107,1,5.6252,0,0,0.53061,
10,0.022184,0.99442,0.99609,1.4114,0,0,0.50216,
11,0.046003,0.98717,0.97656,4.486,0,0,0.50134,
12,0.018435,0.99554,1,1.524,0,0,0.5122,
13,0.027019,0.99275,0.99609,2.9613,0,0,0.50738,
14,0.026898,0.9933,1,2.8895,0,0,0.50977,
15,0.0084119,0.99833,1,0.55471,0,0,0.50075,
16,0.011615,0.99721,1,0.87191,0,0,0.47297,
17,0.01131,0.99721,1,0.50784,0,0,0.47557,
18,0.0072289,0.99888,1,0.16212,0,0,0.47427,
19,0.008024,0.99833,1,0.80183,0,0,0.47435,
20,0.0073493,0.99888,1,0.30197,0,0,0.46185,
21,0.0090216,0.99833,1,0.3015,0,0,0.47111,
22,0.0069056,0.99888,1,0.14509,0,0,0.46465,
23,0.0077656,0.99833,1,0.81804,0,0,0.46451,
24,0.0069127,0.99888,1,0.16372,0,0,0.46799,
25,0.0065211,0.99888,1,0.18009,0,0,0.46856,
26,0.0066193,0.99888,1,0.16906,0,0,0.46775,
27,0.0074763,0.99833,1,0.63083,0,0,0.47778,
28,0.0061282,0.99888,1,0.40332,0,0,0.46846,
29,0.0053859,0.99833,1,1.1516,0,0,0.47189,
