epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,2.6958,0.094866,0.10938,2.5968,0,0,0.48758,0.62891
1,2.3376,0.12444,0.14062,1.7887,0,0,0.39649,
2,2.2801,0.13895,0.17969,1.5965,0,0,0.37946,
3,2.2271,0.16239,0.17578,1.4388,0,0,0.55152,0.625
4,2.1855,0.18248,0.19922,1.5627,0,0,0.48387,
5,2.1494,0.19643,0.22656,1.6329,0,0,0.41882,
6,2.1228,0.21987,0.20312,2.0077,0,0,0.61375,0.64453
7,2.0841,0.25,0.19141,2.0301,0,0,0.39381,
8,2.029,0.28125,0.28516,2.0261,0,0,0.37228,
9,1.9441,0.31864,0.32422,2.3104,0,0,0.4784,0.65625
10,1.8742,0.33315,0.30469,3.7215,0,0,0.36891,
11,1.8101,0.33929,0.33984,5.0067,0,0,0.33456,
12,1.7496,0.3856,0.33984,4.8226,0,0,0.65109,0.66797
13,1.693,0.40402,0.38672,4.769,0,0,0.62687,
14,1.6243,0.43304,0.39062,4.766,0,0,0.35827,
15,1.5901,0.44364,0.40625,5.4491,0,0,0.39855,0.64844
16,1.5403,0.45368,0.44531,6.2484,0,0,0.34536,
17,1.4909,0.4721,0.44141,4.6314,0,0,0.35979,
18,1.4531,0.47824,0.48828,5.4415,0,0,0.42367,0.69531
19,1.4065,0.50502,0.44531,5.0333,0,0,0.37014,
20,1.3828,0.50837,0.51172,4.5157,0,0,0.35225,
21,1.3603,0.51172,0.51172,5.8944,0,0,0.41075,0.67969
22,1.3207,0.52902,0.52344,4.6602,0,0,0.35618,
23,1.3005,0.54855,0.53125,4.9211,0,0,0.39474,
24,1.2857,0.54911,0.53125,6.0283,0,0,0.56339,0.69922
25,1.267,0.55078,0.5625,4.6371,0,0,0.42635,
26,1.2466,0.56808,0.55078,5.0531,0,0,0.42716,
27,1.2325,0.56529,0.55078,4.4322,0,0,0.5051,0.70312
28,1.2212,0.56641,0.54688,5.3349,0,0,0.40152,
29,1.2107,0.57533,0.5625,5.3017,0,0,0.54864,0.70703
