epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,2.335,0.092634,0.0625,1.1907,0,0,0.28311,
1,2.3083,0.10045,0.0625,0.28105,0,0,0.27656,
2,2.3062,0.10268,0.054688,0.20281,0,0,0.26114,
3,2.3054,0.095982,0.054688,0.20164,0,0,0.31368,
4,2.3046,0.095982,0.054688,0.1943,0,0,0.271,
5,2.3043,0.095982,0.054688,0.19937,0,0,0.29094,
6,2.3041,0.095982,0.054688,0.20911,0,0,0.2687,
7,2.304,0.095982,0.054688,0.21051,0,0,0.27729,
8,2.3038,0.095982,0.054688,0.1825,0,0,0.28509,
9,2.3037,0.095982,0.054688,0.15646,0,0,0.26523,
