epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,2.3533,0.10993,0.097656,2.1513,0,0,0.44572,0.58203
1,2.2841,0.1317,0.16797,1.378,0,0,0.38084,
2,2.2744,0.14732,0.13281,1.6288,0,0,0.37123,
3,2.2466,0.16462,0.23047,1.5723,0,0,0.42809,0.73047
4,2.2203,0.18192,0.20312,2.4371,0,0,0.37227,
5,2.1239,0.20312,0.25781,4.9006,0,0,0.39741,
6,2.0337,0.22879,0.28906,6.6972,0,0,0.51033,0.6875
7,1.9755,0.23828,0.27344,8.5047,0,0,0.37167,
8,1.9899,0.25223,0.24219,13.344,0,0,0.38067,
9,1.9243,0.28125,0.32812,8.0388,0,0,0.45552,0.73047
10,1.9008,0.274,0.34766,7.4469,0,0,0.5014,
11,1.8751,0.28571,0.375,7.6776,0,0,0.37433,
12,1.878,0.31027,0.34766,11.505,0,0,0.43719,0.67969
13,1.8835,0.29632,0.37109,12.202,0,0,0.38062,
14,1.8307,0.31306,0.32422,6.8705,0,0,0.38737,
15,1.8388,0.30692,0.39453,8.7742,0,0,0.56286,0.64453
16,1.796,0.33594,0.40234,8.6894,0,0,0.39946,
17,1.7931,0.34542,0.43359,8.4363,0,0,0.35316,
18,1.7731,0.3404,0.375,6.1101,0,0,0.41571,0.67969
19,1.7537,0.35379,0.42969,7.2811,0,0,0.34693,
20,1.7494,0.34431,0.41406,9.9125,0,0,0.37113,
21,1.7308,0.36272,0.39453,8.8869,0,0,0.42506,0.66016
22,1.7572,0.36105,0.45703,14.236,0,0,0.35413,
23,1.7116,0.37221,0.45703,7.278,0,0,0.36261,
24,1.7006,0.37556,0.38281,8.7788,0,0,0.42951,0.69922
25,1.6915,0.38281,0.46875,7.6152,0,0,0.3944,
26,1.6886,0.37946,0.46484,9.0501,0,0,0.39089,
27,1.6784,0.39453,0.45312,6.7072,0,0,0.4285,0.69141
28,1.6754,0.41016,0.42188,7.2816,0,0,0.37122,
29,1.6704,0.40513,0.45703,7.4914,0,0,0.51886,0.66797
