epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,2.3222,0.094866,0.097656,0.63014,0,0,0.70266,0.089844
1,2.304,0.10045,0.097656,0.16044,0,0,0.54808,
2,2.3032,0.095424,0.097656,0.18686,0,0,0.66465,
3,2.3025,0.10491,0.097656,0.1452,0,0,0.73909,0.089844
4,2.3024,0.10491,0.097656,0.18564,0,0,0.67915,
5,2.3023,0.10491,0.097656,0.11306,0,0,0.5944,
6,2.3021,0.10491,0.097656,0.12571,0,0,0.70492,0.089844
7,2.3021,0.10491,0.097656,0.12428,0,0,0.67092,
8,2.302,0.10491,0.097656,0.11888,0,0,0.80729,
9,2.3022,0.10491,0.097656,0.12333,0,0,1.0344,0.089844
10,2.3021,0.10491,0.097656,0.095865,0,0,0.57,
11,2.3021,0.10491,0.097656,0.13481,0,0,0.56785,
12,2.3021,0.10491,0.097656,0.11108,0,0,0.6934,0.089844
13,2.3022,0.10491,0.097656,0.1247,0,0,0.58578,
14,2.302,0.10491,0.097656,0.11535,0,0,0.6123,
15,2.3021,0.10491,0.097656,0.10959,0,0,0.92921,0.089844
16,2.302,0.10491,0.097656,0.10254,0,0,0.61965,
17,2.302,0.10491,0.097656,0.11656,0,0,0.57998,
18,2.302,0.10491,0.097656,0.10169,0,0,0.84192,0.089844
19,2.3021,0.10491,0.097656,0.11519,0,0,0.6173,
20,2.302,0.10491,0.097656,0.1349,0,0,0.70924,
21,2.302,0.10491,0.097656,0.10975,0,0,0.73948,0.089844
22,2.302,0.10491,0.097656,0.12407,0,0,0.7045,
23,2.302,0.10491,0.097656,0.133,0,0,0.7494,
24,2.302,0.10491,0.097656,0.1072,0,0,0.79887,0.089844
25,2.302,0.10491,0.097656,0.12042,0,0,0.61671,
26,2.302,0.10491,0.097656,0.12122,0,0,0.58998,
27,2.302,0.10491,0.097656,0.10819,0,0,0.72621,0.089844
28,2.302,0.10491,0.097656,0.10107,0,0,0.62121,
29,2.302,0.10491,0.097656,0.12917,0,0,0.70786,0.089844
