epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,2.4334,0.10435,0.13281,3.3119,0,0,1.292,0.55078
1,2.3101,0.11607,0.17969,0.94096,0,0,0.97068,
2,2.3022,0.12165,0.0625,0.26654,0,0,0.91717,
3,2.3026,0.099888,0.066406,0.002221,0,0,1.0494,0.12109
4,2.3026,0.099888,0.066406,0.00085439,0,0,0.92975,
5,2.3026,0.099888,0.066406,0.00024244,0,0,1.0234,
6,2.3026,0.099888,0.066406,0,0,0,1.0658,0.12109
7,2.3026,0.099888,0.066406,0,0,0,0.98611,
8,2.3026,0.099888,0.066406,0,0,0,0.97639,
9,2.3026,0.099888,0.066406,0,0,0,1.1844,0.12109
10,2.3026,0.099888,0.066406,0,0,0,0.92305,
11,2.3026,0.099888,0.066406,0,0,0,0.81196,
12,2.3026,0.099888,0.066406,0,0,0,0.96515,0.12109
13,2.3026,0.099888,0.066406,0,0,0,0.85838,
14,2.3026,0.099888,0.066406,0,0,0,0.90482,
15,2.3026,0.099888,0.066406,0,0,0,1.0236,0.12109
16,2.3026,0.099888,0.066406,0,0,0,0.90281,
17,2.3026,0.099888,0.066406,0,0,0,0.9007,
18,2.3026,0.099888,0.066406,0,0,0,1.0851,0.12109
19,2.3026,0.099888,0.066406,0,0,0,1.0025,
20,2.3026,0.099888,0.066406,0,0,0,0.97133,
21,2.3026,0.099888,0.066406,0,0,0,1.0627,0.12109
22,2.3026,0.099888,0.066406,0,0,0,1.1913,
23,2.3026,0.099888,0.066406,0,0,0,0.88112,
24,2.3026,0.099888,0.066406,0,0,0,0.97611,0.12109
25,2.3026,0.099888,0.066406,0,0,0,1.0188,
26,2.3026,0.099888,0.066406,0,0,0,0.9292,
27,2.3026,0.099888,0.066406,0,0,0,1.207,0.12109
28,2.3026,0.099888,0.066406,0,0,0,0.86469,
29,2.3026,0.099888,0.066406,0,0,0,1.2022,0.12109
