epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,2.3337,0.090402,0.11719,1.1135,0,0,0.93066,0.089844
1,2.3026,0.10491,0.11719,0.2292,0,0,0.73395,
2,2.3019,0.11384,0.089844,0.24598,0,0,0.93715,
3,2.3017,0.11272,0.089844,0.22306,0,0,1.0491,0.089844
4,2.3017,0.11049,0.089844,0.2431,0,0,0.83901,
5,2.3016,0.11049,0.089844,0.21115,0,0,0.82022,
6,2.3016,0.11049,0.089844,0.21371,0,0,1.1889,0.089844
7,2.3017,0.11049,0.089844,0.23013,0,0,1.4186,
8,2.3014,0.11049,0.089844,0.24165,0,0,0.83766,
9,2.3016,0.11049,0.089844,0.22215,0,0,0.93965,0.089844
10,2.3016,0.11049,0.089844,0.2195,0,0,0.78758,
11,2.3014,0.11049,0.089844,0.20442,0,0,0.80008,
12,2.3016,0.11049,0.089844,0.2262,0,0,0.96604,0.089844
13,2.3016,0.11049,0.089844,0.22316,0,0,0.77126,
14,2.3015,0.11049,0.089844,0.2229,0,0,1.3544,
15,2.3014,0.11049,0.089844,0.19383,0,0,1.3127,0.089844
16,2.3012,0.11049,0.089844,0.19776,0,0,0.76808,
17,2.3012,0.11049,0.089844,0.18647,0,0,0.82533,
18,2.3012,0.11049,0.089844,0.19618,0,0,0.89858,0.089844
19,2.3012,0.11049,0.089844,0.21877,0,0,0.76785,
20,2.3012,0.11049,0.089844,0.18878,0,0,0.75746,
21,2.3013,0.11049,0.089844,0.21377,0,0,0.9321,0.089844
22,2.3012,0.11049,0.089844,0.22909,0,0,0.76382,
23,2.3012,0.11049,0.089844,0.19039,0,0,0.76516,
24,2.3012,0.11049,0.089844,0.22667,0,0,1.1721,0.089844
25,2.3012,0.11049,0.089844,0.21137,0,0,1.1744,
26,2.3012,0.11049,0.089844,0.19409,0,0,1.0271,
27,2.3012,0.11049,0.089844,0.20948,0,0,1.1458,0.089844
28,2.3012,0.11049,0.089844,0.21997,0,0,0.96718,
29,2.3012,0.11049,0.089844,0.23508,0,0,0.94328,0.089844
