epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,2.3246,0.09654,0.10547,0.53871,0,0,0.80626,0.12109
1,2.3065,0.090402,0.10547,0.20252,0,0,0.64979,
2,2.305,0.090402,0.10547,0.18993,0,0,0.655,
3,2.3044,0.090402,0.10547,0.17643,0,0,0.92796,0.12109
4,2.3035,0.093192,0.09375,0.18773,0,0,0.82688,
5,2.3032,0.095982,0.09375,0.20729,0,0,0.87404,
6,2.303,0.10714,0.09375,0.15762,0,0,0.86444,0.12109
7,2.3029,0.10714,0.09375,0.13639,0,0,0.80303,
8,2.3027,0.10714,0.09375,0.12359,0,0,1.049,
9,2.3027,0.10714,0.09375,0.12565,0,0,0.82758,0.12109
10,2.3025,0.10714,0.09375,0.099163,0,0,0.66858,
11,2.3026,0.10714,0.09375,0.090513,0,0,0.6933,
12,2.3026,0.10714,0.09375,0.10717,0,0,0.87462,0.12109
13,2.3026,0.10714,0.09375,0.10369,0,0,0.86667,
14,2.3025,0.10714,0.09375,0.051499,0,0,0.63999,
15,2.3025,0.10714,0.09375,0.05847,0,0,0.84483,0.12109
16,2.3025,0.10714,0.09375,0.080737,0,0,0.66012,
17,2.3025,0.10714,0.09375,0.056952,0,0,0.78831,
18,2.3025,0.10714,0.09375,0.054412,0,0,0.87663,0.12109
19,2.3025,0.10714,0.09375,0.074082,0,0,0.67158,
20,2.3025,0.10714,0.09375,0.071122,0,0,0.6566,
21,2.3025,0.10714,0.09375,0.069892,0,0,0.83627,0.12109
22,2.3025,0.10714,0.09375,0.050893,0,0,0.65839,
23,2.3025,0.10714,0.09375,0.067134,0,0,0.66848,
24,2.3025,0.10714,0.09375,0.067763,0,0,0.84441,0.12109
25,2.3025,0.10714,0.09375,0.070771,0,0,0.67265,
26,2.3025,0.10714,0.09375,0.057353,0,0,0.73279,
27,2.3025,0.10714,0.09375,0.068827,0,0,0.79408,0.12109
28,2.3025,0.10714,0.09375,0.078111,0,0,0.67478,
29,2.3025,0.10714,0.09375,0.063348,0,0,0.86181,0.12109
