epoch,loss,train_acc,val_acc,grad_total,grad_k,grad_w,sec,sel
0,0.68809,0.61217,0.625,1.8605,0,0,0.50165,
1,0.40627,0.88783,0.98438,4.6306,0,0,0.4665,
2,0.093559,0.97154,0.98828,12.413,0,0,0.46404,
3,0.075966,0.98438,1,9.5061,0,0,0.4755,
4,0.06271,0.97768,0.99219,6.4742,0,0,0.47181,
5,0.014179,0.99777,1,0.89773,0,0,0.4732,
6,0.015789,0.99554,0.99219,1.2617,0,0,0.46996,
7,0.0088705,0.99888,1,0.67555,0,0,0.46329,
8,0.0050495,0.99944,1,0.26904,0,0,0.46673,
9,0.0046903,0.99944,1,0.44152,0,0,0.46762,
10,0.007383,0.99777,1,0.55582,0,0,0.52446,
11,0.002621,0.99944,1,0.11204,0,0,0.57537,
12,0.0023223,0.99944,1,0.15774,0,0,0.47783,
13,0.0017923,1,1,0.16869,0,0,0.46409,
14,0.0023832,0.99944,1,0.24654,0,0,0.47039,
15,0.0020538,0.99944,1,0.13393,0,0,0.4679,
16,0.0015154,1,1,0.075946,0,0,0.46394,
17,0.0018045,0.99944,1,0.17113,0,0,0.47017,
18,0.0020083,1,1,0.29329,0,0,0.46379,
19,0.0012516,1,1,0.049642,0,0,0.46843,
20,0.00086381,1,1,0.063786,0,0,0.46544,
21,0.00081758,1,1,0.048333,0,0,0.46728,
22,0.00085725,1,1,0.031419,0,0,0.46655,
23,0.00075241,1,1,0.028273,0,0,0.47061,
24,0.00070217,1,1,0.023914,0,0,0.4684,
25,0.00087478,1,1,0.08641,0,0,0.46577,
26,0.00072578,1,1,0.022306,0,0,0.46832,
27,0.00068902,1,1,0.025723,0,0,0.46916,
28,0.00067358,1,1,0.030847,0,0,0.4717,
29,0.00066507,1,1,0.037523,0,0,0.46687,
